Poll	Date	Sample	MoE	Rep	Dem	Spread	State	Year	Senate	Final_Margin
CBS News/NYT/YouGov	7/5 - 7/24	LV	3.5	47	46	Cassidy +1	LA	2014	0	11.9
CBS News/NYT/YouGov	10/16 - 10/23	1316 LV	5	46	42	Cassidy +4	LA	2014	0	11.9
CBS News/NYT/YouGov	9/20 - 10/1	2187 LV	2	47	41	Cassidy +6	LA	2014	0	11.9
Western Kentucky Univ.*	10/6 - 10/19	LV	4.1	45	42	McConnell +3	KY	2014	0	15.5
Wenzel Strategies (R)	5/23 - 5/24	608 LV	4	47	44	McConnell +3	KY	2014	0	15.5
Wenzel Strategies (R)	2/8 - 2/11	1002 LV	3.1	43	42	McConnell +1	KY	2014	0	15.5
Wenzel Strategies (R)	7/23 - 7/24	624 LV	3.9	48	40	McConnell +8	KY	2014	0	15.5
Wenzel Strategies (R)	6/1 - 6/2	623 LV	3.9	47	40	McConnell +7	KY	2014	0	15.5
Reuters/Ipsos	9/8 - 9/12	944 LV	3.6	46	42	McConnell +4	KY	2014	0	15.5
RCP Average	10/15 - 11/1	--	--	49	41.8	McConnell +7.2	KY	2014	0	15.5
Rasmussen Reports	10/15 - 10/16	1000 LV	3	52	44	McConnell +8	KY	2014	0	15.5
Rasmussen Reports	1/29 - 1/30	500 LV	4.5	42	42	Tie	KY	2014	0	15.5
Rasmussen Reports	5/28 - 5/29	750 LV	4	48	41	McConnell +7	KY	2014	0	15.5
Rasmussen Reports	9/1 - 9/2	750 LV	4	46	41	McConnell +5	KY	2014	0	15.5
PPP (D)*	10/30 - 11/1	1503 LV	2.5	50	42	McConnell +8	KY	2014	0	15.5
PPP (D)	8/7 - 8/10	991 LV	3.1	47	42	McConnell +5	KY	2014	0	15.5
PPP (D)	12/12 - 12/15	1509 RV	2.5	43	42	McConnell +1	KY	2014	0	15.5
PPP (D)	4/5 - 4/7	1052 RV	3	45	41	McConnell +4	KY	2014	0	15.5
PPP (D)	12/7 - 12/9	1266 RV	2.8	47	40	McConnell +7	KY	2014	0	15.5
NY Times/Kaiser	4/8 - 4/15	891 RV	4	44	43	McConnell +1	KY	2014	0	15.5
NBC News/Marist*	10/27 - 10/30	556 LV	4.2	50	41	McConnell +9	KY	2014	0	15.5
NBC News/Marist*	9/2 - 9/4	691 LV	3.7	47	39	McConnell +8	KY	2014	0	15.5
NBC News/Marist	4/30 - 5/6	2353 RV	2	46	45	McConnell +1	KY	2014	0	15.5
Magellan Strategies (R)	6/4 - 6/5	808 LV	3.5	46	49	Grimes +3	KY	2014	0	15.5
FOX News*	10/4 - 10/7	706 LV	3.5	45	41	McConnell +4	KY	2014	0	15.5
Final Results	--	--	--	56.2	40.7	McConnell +15.5	KY	2014	0	15.5
Courier-Journal/SurveyUSA*	9/29 - 10/2	632 LV	4	44	46	Grimes +2	KY	2014	0	15.5
Courier-Journal/SurveyUSA*	10/25 - 10/29	597 LV	4.1	48	43	McConnell +5	KY	2014	0	15.5
Courier-Journal/SurveyUSA*	10/15 - 10/19	655 LV	3.9	44	43	McConnell +1	KY	2014	0	15.5
Courier-Journal/SurveyUSA*	5/14 - 5/16	1475 LV	2.6	42	43	Grimes +1	KY	2014	0	15.5
Courier-Journal/SurveyUSA*	8/25 - 8/27	569 LV	4.2	46	42	McConnell +4	KY	2014	0	15.5
Courier-Journal/SurveyUSA	1/30 - 2/3	1082 RV	3	42	46	Grimes +4	KY	2014	0	15.5
Courier-Journal/SurveyUSA	7/18 - 7/23	604 LV	4.1	47	45	McConnell +2	KY	2014	0	15.5
CNN/Opinion Research	8/28 - 9/1	671 LV	4	50	46	McConnell +4	KY	2014	0	15.5
CEA/Hickman Analytics (D)	4/24 - 4/30	500 LV	4.4	46	45	McConnell +1	KY	2014	0	15.5
CBS News/NYT/YouGov*	9/20 - 10/1	1689 LV	3	47	41	McConnell +6	KY	2014	0	15.5
CBS News/NYT/YouGov*	10/16 - 10/23	1502 LV	4	45	39	McConnell +6	KY	2014	0	15.5
CBS News/NYT/YouGov	7/5 - 7/24	LV	4.2	50	46	McConnell +4	KY	2014	0	15.5
CBS News/NYT/YouGov	8/18 - 9/2	2130 LV	3	47	42	McConnell +5	KY	2014	0	15.5
YouGov*	10/25 - 10/31	1137 LV	4.8	37	38	Roberts +1	KS	2014	0	10.8
USA Today/Suffolk*	9/27 - 9/30	500 LV	4.4	46	41	Orman +5	KS	2014	0	10.8
SurveyUSA*	10/2 - 10/5	549 LV	4.3	47	42	Orman +5	KS	2014	0	10.8
SurveyUSA*	10/22 - 10/26	623 LV	4	44	42	Orman +2	KS	2014	0	10.8
Remington Research Group (R)*	10/9 - 10/12	1091 LV	3	46	48	Roberts +2	KS	2014	0	10.8
RCP Average	10/18 - 11/3	--	--	43.4	42.6	Orman +0.8	KS	2014	0	10.8
Rasmussen Reports**	9/16 - 9/17	750 LV	4	45	40	Orman +5	KS	2014	0	10.8
Rasmussen Reports	10/20 - 10/21	960 LV	3	49	44	Orman +5	KS	2014	0	10.8
PPP (D)*	11/1 - 11/3	963 LV	3.2	47	46	Orman +1	KS	2014	0	10.8
PPP (D)	10/9 - 10/12	1081 LV	3	46	43	Orman +3	KS	2014	0	10.8
PPP (D)	9/11 - 9/14	1328 LV	2.7	46	36	Orman +10	KS	2014	0	10.8
PPP (D)	8/14 - 8/17	903 LV	3.3	43	33	Orman +10	KS	2014	0	10.8
NBC News/Marist*	10/18 - 10/22	757 LV	3.6	45	44	Orman +1	KS	2014	0	10.8
NBC News/Marist*	9/27 - 10/1	636 LV	3.9	48	38	Orman +10	KS	2014	0	10.8
FOX News*	10/4 - 10/7	702 LV	3.5	39	44	Roberts +5	KS	2014	0	10.8
FOX News*	10/28 - 10/30	907 LV	3	44	43	Orman +1	KS	2014	0	10.8
FOX News	9/14 - 9/16	604 LV	4	48	42	Orman +6	KS	2014	0	10.8
Final Results	--	--	--	42.5	53.3	Roberts +10.8	KS	2014	0	10.8
CNN/Opinion Research	10/2 - 10/6	687 LV	3.5	48	49	Roberts +1	KS	2014	0	10.8
CBS News/NYT/YouGov*	10/16 - 10/23	1973 LV	4	38	42	Roberts +4	KS	2014	0	10.8
CBS News/NYT/YouGov*	9/20 - 10/1	2013 LV	3	40	40	Tie	KS	2014	0	10.8
The Simon Poll/SIU*	9/23 - 10/15	691 LV	3.7	37	47	Durbin +10	IL	2014	0	10
Sun-Times/WeAskAmerica*	8/27 - 8/27	1054 LV	3	41	48	Durbin +7	IL	2014	0	10
RCP Average	9/23 - 11/2	--	--	38.4	49.8	Durbin +11.4	IL	2014	0	10
Rasmussen Reports	9/24 - 9/25	750 LV	4	37	51	Durbin +14	IL	2014	0	10
Rasmussen Reports	4/9 - 4/10	750 LV	4	37	51	Durbin +14	IL	2014	0	10
PPP (D)*	11/1 - 11/2	1064 LV	3	41	51	Durbin +10	IL	2014	0	10
PPP (D)	11/22 - 11/25	557 RV	4.2	36	51	Durbin +15	IL	2014	0	10
Final Results	--	--	--	43.1	53.1	Durbin +10.0	IL	2014	0	10
Chicago Tribune*	9/3 - 9/12	800 RV	3.5	32	55	Durbin +23	IL	2014	0	10
Chicago Tribune*	10/16 - 10/21	800 LV	3.5	36	50	Durbin +14	IL	2014	0	10
Chicago Sun-Times*	10/28 - 10/28	823 LV	3.9	39	49	Durbin +10	IL	2014	0	10
CBS News/NYT/YouGov	10/16 - 10/23	3519 LV	3	39	52	Durbin +13	IL	2014	0	10
CBS News/NYT/YouGov	7/5 - 7/24	LV	2.1	43	51	Durbin +8	IL	2014	0	10
CBS News/NYT/YouGov	9/20 - 10/1	3955 LV	2	39	51	Durbin +12	IL	2014	0	10
CBS News/NYT/YouGov	8/18 - 9/2	4363 LV	3	38	50	Durbin +12	IL	2014	0	10
RCP Average	5/28 - 10/23	--	--	55	30.3	Risch +24.7	ID	2014	0	30.6
Rasmussen Reports	5/28 - 5/29	750 LV	4	54	29	Risch +25	ID	2014	0	30.6
PPP (D)	10/9 - 10/12	522 LV	4.3	50	32	Risch +18	ID	2014	0	30.6
Final Results	--	--	--	65.3	34.7	Risch +30.6	ID	2014	0	30.6
CBS News/NYT/YouGov	7/5 - 7/24	LV	4.2	65	31	Risch +34	ID	2014	0	30.6
CBS News/NYT/YouGov	10/16 - 10/23	575 LV	6	61	30	Risch +31	ID	2014	0	30.6
CBS News/NYT/YouGov	9/20 - 10/1	594 LV	5	64	27	Risch +37	ID	2014	0	30.6
CBS News/NYT/YouGov	8/18 - 9/2	844 LV	4	59	25	Risch +34	ID	2014	0	30.6
YouGov	10/25 - 10/31	1112 LV	4.4	42	43	Braley +1	IA	2014	0	8.5
USA Today/Suffolk*	10/11 - 10/14	500 LV	4.4	47	43	Ernst +4	IA	2014	0	8.5
USA Today/Suffolk*	8/23 - 8/26	500 LV	4.4	40	40	Tie	IA	2014	0	8.5
Suffolk	4/3 - 4/8	800 LV	3.5	30	38	Braley +8	IA	2014	0	8.5
Reuters/Ipsos	10/23 - 10/29	1129 LV	3.3	45	45	Tie	IA	2014	0	8.5
RCP Average	10/27 - 11/3	--	--	48	45.7	Ernst +2.3	IA	2014	0	8.5
Rasmussen Reports	10/28 - 10/30	990 LV	3	48	47	Ernst +1	IA	2014	0	8.5
Rasmussen Reports	10/8 - 10/10	957 LV	3	48	45	Ernst +3	IA	2014	0	8.5
Rasmussen Reports	6/4 - 6/5	750 LV	4	45	44	Ernst +1	IA	2014	0	8.5
Rasmussen Reports	9/17 - 9/18	750 LV	4	43	43	Tie	IA	2014	0	8.5
Rasmussen Reports	8/11 - 8/12	750 LV	4	43	43	Tie	IA	2014	0	8.5
Rasmussen Reports	3/24 - 3/25	750 LV	4	37	40	Braley +3	IA	2014	0	8.5
Quinnipiac	10/28 - 11/2	778 LV	3.5	47	47	Tie	IA	2014	0	8.5
Quinnipiac	10/15 - 10/21	964 LV	3.2	48	46	Ernst +2	IA	2014	0	8.5
Quinnipiac	10/22 - 10/27	817 LV	3.4	49	45	Ernst +4	IA	2014	0	8.5
Quinnipiac	10/8 - 10/13	967 LV	3.2	47	45	Ernst +2	IA	2014	0	8.5
Quinnipiac	9/10 - 9/15	1167 LV	2.9	50	44	Ernst +6	IA	2014	0	8.5
Quinnipiac	12/10 - 12/15	RV	--	38	44	Braley +6	IA	2014	0	8.5
Quinnipiac	6/12 - 6/16	1277 RV	2.7	40	44	Braley +4	IA	2014	0	8.5
Quinnipiac	3/5 - 3/10	1411 RV	2.6	29	42	Braley +13	IA	2014	0	8.5
PPP (D)*	11/1 - 11/3	1265 LV	2.8	48	45	Ernst +3	IA	2014	0	8.5
PPP (D)	5/15 - 5/19	914 RV	3.3	39	45	Braley +6	IA	2014	0	8.5
PPP (D)	7/5 - 7/7	668 RV	3.8	33	45	Braley +12	IA	2014	0	8.5
PPP (D)	9/25 - 9/28	1192 LV	2.8	45	43	Ernst +2	IA	2014	0	8.5
PPP (D)	8/22 - 8/24	915 LV	3.2	42	42	Tie	IA	2014	0	8.5
PPP (D)	2/20 - 2/23	869 RV	3.3	35	41	Braley +6	IA	2014	0	8.5
NBC News/Marist	10/18 - 10/22	772 LV	3.5	49	46	Ernst +3	IA	2014	0	8.5
NBC News/Marist	9/27 - 10/1	778 LV	3.5	46	44	Ernst +2	IA	2014	0	8.5
NBC News/Marist	7/7 - 7/13	1599 RV	2.5	43	43	Tie	IA	2014	0	8.5
Loras College	9/2 - 9/5	1200 LV	2.8	41	45	Braley +4	IA	2014	0	8.5
Loras College	10/21 - 10/24	1121 LV	2.9	44	45	Braley +1	IA	2014	0	8.5
Loras College	10/1 - 10/3	600 LV	4	42	42	Tie	IA	2014	0	8.5
Loras College	6/4 - 6/5	600 LV	4	48	42	Ernst +6	IA	2014	0	8.5
Harper (R)	11/23 - 11/24	985 LV	3.1	36	42	Braley +6	IA	2014	0	8.5
FOX News	10/28 - 10/30	911 LV	3	45	44	Ernst +1	IA	2014	0	8.5
FOX News	9/14 - 9/16	600 LV	4	41	41	Tie	IA	2014	0	8.5
Final Results	--	--	--	52.2	43.7	Ernst +8.5	IA	2014	0	8.5
Des Moines Register/Bloomberg	10/3 - 10/8	1000 LV	3.1	47	46	Ernst +1	IA	2014	0	8.5
Des Moines Register*	9/21 - 9/24	546 LV	4.2	44	38	Ernst +6	IA	2014	0	8.5
Des Moines Register	10/28 - 10/31	701 LV	3.7	51	44	Ernst +7	IA	2014	0	8.5
CNN/Opinion Research	9/8 - 9/10	608 LV	4	48	49	Braley +1	IA	2014	0	8.5
CNN/Opinion Research	10/27 - 10/30	647 LV	4	49	47	Ernst +2	IA	2014	0	8.5
CEA/Hickman Analytics (D)	4/24 - 4/30	500 LV	4.4	40	44	Braley +4	IA	2014	0	8.5
CBS News/NYT/YouGov	7/5 - 7/24	LV	2.7	48	47	Ernst +1	IA	2014	0	8.5
CBS News/NYT/YouGov	10/16 - 10/23	2322 LV	3	44	44	Tie	IA	2014	0	8.5
CBS News/NYT/YouGov	8/18 - 9/2	1764 LV	3	42	44	Braley +2	IA	2014	0	8.5
CBS News/NYT/YouGov	9/20 - 10/1	2359 LV	2	43	44	Braley +1	IA	2014	0	8.5
RCP Average	9/9 - 10/23	--	--	25	61.7	Schatz +36.7	HI	2014	0	42.1
Rasmussen Reports	9/9 - 9/10	750 LV	4	28	60	Schatz +32	HI	2014	0	42.1
Honolulu Civil Beat/MRG	9/11 - 9/14	1055 LV	3	25	62	Schatz +37	HI	2014	0	42.1
Honolulu Civil Beat/MRG	10/16 - 10/19	1221 LV	2.8	29	55	Schatz +26	HI	2014	0	42.1
Final Results	--	--	--	27.7	69.8	Schatz +42.1	HI	2014	0	42.1
CBS News/NYT/YouGov	9/20 - 10/1	1319 LV	4	17	71	Schatz +54	HI	2014	0	42.1
CBS News/NYT/YouGov	10/16 - 10/23	1002 LV	6	18	70	Schatz +52	HI	2014	0	42.1
CBS News/NYT/YouGov	8/18 - 9/2	655 LV	6	27	62	Schatz +35	HI	2014	0	42.1
CBS News/NYT/YouGov	7/5 - 7/24	LV	3	22	58	Schatz +36	HI	2014	0	42.1
YouGov*	10/25 - 10/31	1743 LV	3.2	44	42	Perdue +2	GA	2014	0	7.9
WSB-TV/Landmark*	10/29 - 10/29	1500 LV	2.5	47	47	Tie	GA	2014	0	7.9
WSB-TV/Landmark*	10/20 - 10/21	1000 LV	2.8	47	47	Tie	GA	2014	0	7.9
WSB-TV/Landmark*	8/20 - 8/21	600 LV	4	40	47	Nunn +7	GA	2014	0	7.9
WSB-TV/Landmark*	7/25 - 7/25	750 LV	3.8	43	47	Nunn +4	GA	2014	0	7.9
WSB-TV/Landmark*	10/7 - 10/9	1000 LV	3.1	46	46	Tie	GA	2014	0	7.9
WSB-TV/Landmark*	11/2 - 11/2	1500 LV	2.5	50	46	Perdue +4	GA	2014	0	7.9
WSB-TV/Landmark*	9/9 - 9/11	1109 LV	2.9	43	46	Nunn +3	GA	2014	0	7.9
WSB-TV/Landmark	7/15 - 7/15	750 LV	4	42	48	Nunn +6	GA	2014	0	7.9
WRBL/Ledger-Enquirer/PMB*	10/13 - 10/14	1543 LV	2.5	45	46	Nunn +1	GA	2014	0	7.9
WRBL/Ledger-Enquirer/PMB*	8/24 - 8/25	1578 LV	2.5	43	45	Nunn +2	GA	2014	0	7.9
SurveyUSA*	10/10 - 10/13	563 LV	4.2	45	48	Nunn +3	GA	2014	0	7.9
SurveyUSA*	10/17 - 10/20	606 LV	4.1	44	46	Nunn +2	GA	2014	0	7.9
SurveyUSA*	10/24 - 10/27	611 LV	4	48	45	Perdue +3	GA	2014	0	7.9
SurveyUSA*	10/2 - 10/6	566 LV	4.2	46	45	Perdue +1	GA	2014	0	7.9
SurveyUSA*	9/19 - 9/22	550 LV	4.3	46	45	Perdue +1	GA	2014	0	7.9
SurveyUSA*	10/30 - 11/2	591 LV	4.1	47	44	Perdue +3	GA	2014	0	7.9
SurveyUSA*	9/5 - 9/8	558 LV	4.2	47	44	Perdue +3	GA	2014	0	7.9
SurveyUSA*	8/14 - 8/17	560 LV	4.2	50	41	Perdue +9	GA	2014	0	7.9
SurveyUSA*	6/3 - 6/5	999 LV	3.2	43	38	Perdue +5	GA	2014	0	7.9
Saint Leo University	5/5 - 5/6	1000 LV	3	41	37	Perdue +4	GA	2014	0	7.9
RCP Average	10/27 - 11/3	--	--	48.2	45.4	Perdue +2.8	GA	2014	0	7.9
Rasmussen Reports	10/25 - 10/27	977 LV	3	48	48	Tie	GA	2014	0	7.9
Rasmussen Reports	5/21 - 5/22	750 LV	4	42	45	Nunn +3	GA	2014	0	7.9
Rasmussen Reports	9/30 - 10/1	1000 LV	3	46	42	Perdue +4	GA	2014	0	7.9
Rasmussen Reports	9/15 - 9/16	750 LV	4	46	41	Perdue +5	GA	2014	0	7.9
Rasmussen Reports	7/23 - 7/24	750 LV	4	46	40	Perdue +6	GA	2014	0	7.9
PPP (D)	11/1 - 11/3	975 LV	3.1	48	48	Tie	GA	2014	0	7.9
PPP (D)	10/2 - 10/5	895 LV	3.3	48	45	Perdue +3	GA	2014	0	7.9
PPP (D)	8/2 - 8/5	520 RV	4.3	40	40	Tie	GA	2014	0	7.9
NBC News/Marist*	10/27 - 10/30	603 LV	4	48	44	Perdue +4	GA	2014	0	7.9
NBC News/Marist	4/30 - 5/5	1066 RV	3	45	41	Perdue +4	GA	2014	0	7.9
Landmark/Rosetta Stone	4/1 - 4/1	600 RV	4	38	33	Perdue +5	GA	2014	0	7.9
InsiderAdvantage*	10/21 - 10/22	704 LV	3.7	45	47	Nunn +2	GA	2014	0	7.9
InsiderAdvantage*	10/30 - 11/2	1463 LV	2.6	48	45	Perdue +3	GA	2014	0	7.9
InsiderAdvantage*	9/29 - 10/1	947 LV	3.2	47	43	Perdue +4	GA	2014	0	7.9
InsiderAdvantage*	8/12 - 8/13	719 LV	3.7	47	40	Perdue +7	GA	2014	0	7.9
InsiderAdvantage*	9/10 - 9/11	1167 LV	2.9	50	40	Perdue +10	GA	2014	0	7.9
Final Results	--	--	--	53	45.1	Perdue +7.9	GA	2014	0	7.9
CNN/Opinion Research*	10/19 - 10/22	565 LV	4	44	47	Nunn +3	GA	2014	0	7.9
CBS News/NYT/YouGov*	10/16 - 10/23	1774 LV	4	47	44	Perdue +3	GA	2014	0	7.9
CBS News/NYT/YouGov*	9/20 - 10/1	1851 LV	3	47	43	Perdue +4	GA	2014	0	7.9
CBS News/NYT/YouGov*	8/18 - 9/2	1900 LV	3	47	41	Perdue +6	GA	2014	0	7.9
CBS News/NYT/YouGov	7/5 - 7/24	LV	3.4	50	44	Perdue +6	GA	2014	0	7.9
Atlanta Journal-Constitution*	10/16 - 10/23	1170 LV	3.6	44	42	Perdue +2	GA	2014	0	7.9
Atlanta Journal-Constitution*	9/8 - 9/11	884 LV	4	45	41	Perdue +4	GA	2014	0	7.9
Atlanta Journal-Constitution	5/5 - 5/8	1012 RV	4	45	46	Nunn +1	GA	2014	0	7.9
University of Delaware*	9/10 - 9/22	769 RV	--	25	50	Coons +25	DE	2014	0	7.9
RCP Average	9/10 - 10/23	--	--	31.7	51	Coons +19.3	DE	2014	0	7.9
Rasmussen Reports	9/10 - 9/12	750 LV	4	34	49	Coons +15	DE	2014	0	7.9
Final Results	--	--	--	42.2	55.8	Coons +13.6	DE	2014	0	16.6
CBS News/NYT/YouGov	10/16 - 10/23	461 LV	7	36	54	Coons +18	DE	2014	0	16.6
CBS News/NYT/YouGov	9/20 - 10/1	471 LV	5	35	51	Coons +16	DE	2014	0	16.6
CBS News/NYT/YouGov	8/18 - 9/2	697 LV	5	35	48	Coons +13	DE	2014	0	16.6
YouGov	10/25 - 10/31	1417 LV	3.3	43	42	Gardner +1	CO	2014	0	2.5
USA Today/Suffolk*	9/13 - 9/16	500 LV	4.4	43	42	Gardner +1	CO	2014	0	2.5
USA Today/Suffolk*	10/18 - 10/21	500 LV	4.4	46	39	Gardner +7	CO	2014	0	2.5
Reuters/Ipsos	10/13 - 10/20	1099 LV	3.4	47	45	Gardner +2	CO	2014	0	2.5
RCP Average	10/18 - 11/2	--	--	46.5	44	Gardner +2.5	CO	2014	0	2.5
Rasmussen Reports	9/29 - 9/30	950 LV	3	48	47	Gardner +1	CO	2014	0	2.5
Rasmussen Reports	10/21 - 10/23	966 LV	3	51	45	Gardner +6	CO	2014	0	2.5
Rasmussen Reports	9/3 - 9/4	800 LV	4	42	44	Udall +2	CO	2014	0	2.5
Rasmussen Reports	6/25 - 6/26	750 LV	4	42	43	Udall +1	CO	2014	0	2.5
Rasmussen Reports	3/5 - 3/6	500 LV	4.5	41	42	Udall +1	CO	2014	0	2.5
Quinnipiac*	10/28 - 11/2	815 LV	3.4	45	43	Gardner +2	CO	2014	0	2.5
Quinnipiac*	10/8 - 10/13	988 LV	3.1	47	41	Gardner +6	CO	2014	0	2.5
Quinnipiac*	10/15 - 10/21	974 LV	3.1	46	41	Gardner +5	CO	2014	0	2.5
Quinnipiac*	9/10 - 9/15	1211 LV	2.8	48	40	Gardner +8	CO	2014	0	2.5
Quinnipiac*	10/22 - 10/27	844 LV	3.4	46	39	Gardner +7	CO	2014	0	2.5
Quinnipiac	4/15 - 4/21	1298 RV	2.7	44	45	Udall +1	CO	2014	0	2.5
Quinnipiac	7/10 - 7/14	1147 RV	2.9	44	42	Gardner +2	CO	2014	0	2.5
PPP (D)*	11/1 - 11/2	739 LV	3.6	48	45	Gardner +3	CO	2014	0	2.5
PPP (D)	5/7 - 5/8	526 RV	4.3	43	47	Udall +4	CO	2014	0	2.5
PPP (D)	7/17 - 7/20	653 RV	3.8	43	44	Udall +1	CO	2014	0	2.5
PPP (D)	10/16 - 10/19	778 LV	3.5	47	44	Gardner +3	CO	2014	0	2.5
PPP (D)	3/13 - 3/16	568 RV	4.1	40	42	Udall +2	CO	2014	0	2.5
NBC News/Marist	7/7 - 7/10	914 RV	3.2	41	48	Udall +7	CO	2014	0	2.5
NBC News/Marist	9/2 - 9/4	795 LV	3.5	42	48	Udall +6	CO	2014	0	2.5
NBC News/Marist	10/18 - 10/22	755 LV	3.6	46	45	Gardner +1	CO	2014	0	2.5
Magellan Strategies (R)	4/14 - 4/15	717 LV	3.7	42	45	Udall +3	CO	2014	0	2.5
Magellan Strategies (R)	6/5 - 6/8	747 LV	3.5	47	45	Gardner +2	CO	2014	0	2.5
High Point/SurveyUSA	10/4 - 10/8	800 LV	3.5	46	42	Gardner +4	CO	2014	0	2.5
FOX News	10/4 - 10/7	739 LV	3.5	43	37	Gardner +6	CO	2014	0	2.5
Final Results	--	--	--	48.5	46	Gardner +2.5	CO	2014	0	2.5
Denver Post/SurveyUSA*	9/8 - 9/10	664 LV	3.9	42	46	Udall +4	CO	2014	0	2.5
Denver Post/SurveyUSA*	10/27 - 10/29	618 LV	4	46	44	Gardner +2	CO	2014	0	2.5
Denver Post/SurveyUSA*	10/9 - 10/12	591 LV	4.1	45	43	Gardner +2	CO	2014	0	2.5
CNN/Opinion Research	10/9 - 10/13	665 LV	4	50	46	Gardner +4	CO	2014	0	2.5
CBS News/NYT/YouGov	7/5 - 7/24	LV	3	47	51	Udall +4	CO	2014	0	2.5
CBS News/NYT/YouGov	9/20 - 10/1	1634 LV	3	45	48	Udall +3	CO	2014	0	2.5
CBS News/NYT/YouGov	10/16 - 10/23	1611 LV	4	46	47	Udall +1	CO	2014	0	2.5
CBS News/NYT/YouGov	8/18 - 9/2	1727 LV	4	43	46	Udall +3	CO	2014	0	2.5
WFB/The Polling Company (R)	8/6 - 8/7	600 RV	4	45	43	Pryor +2	AR	2014	0	17
USA Today/Suffolk*	9/20 - 9/23	500 LV	4.4	45	43	Pryor +2	AR	2014	0	17
The Arkansas Poll	10/21 - 10/27	568 LV	4.1	49	36	Cotton +13	AR	2014	0	17
The Arkansas Poll	10/10 - 10/17	LV	--	37	36	Cotton +1	AR	2014	0	17
Talk Business Poll*	4/3 - 4/4	1068 LV	3	46	43	Pryor +3	AR	2014	0	17
Talk Business Poll*	7/22 - 7/25	1780 LV	2.3	44	42	Cotton +2	AR	2014	0	17
Talk Business Poll*	10/15 - 10/16	2075 LV	2.2	49	41	Cotton +8	AR	2014	0	17
Talk Business Poll	10/8 - 10/8	603 LV	4	42	41	Pryor +1	AR	2014	0	17
RCP Average	10/16 - 11/1	--	--	48.2	41.2	Cotton +7.0	AR	2014	0	17
Rasmussen Reports	10/27 - 10/29	967 LV	3	51	44	Cotton +7	AR	2014	0	17
Rasmussen Reports	10/13 - 10/15	940 LV	3	47	44	Cotton +3	AR	2014	0	17
Rasmussen Reports	8/25 - 8/26	750 LV	4	44	43	Pryor +1	AR	2014	0	17
Rasmussen Reports	5/27 - 5/28	750 LV	4	47	43	Cotton +4	AR	2014	0	17
Rasmussen Reports	9/24 - 9/25	750 LV	4	47	40	Cotton +7	AR	2014	0	17
Rasmussen Reports	2/4 - 2/5	500 LV	4.5	45	40	Cotton +5	AR	2014	0	17
PPP (D)*	10/30 - 11/1	1092 LV	3	49	41	Cotton +8	AR	2014	0	17
PPP (D)	4/25 - 4/27	840 RV	3.4	43	42	Pryor +1	AR	2014	0	17
PPP (D)	8/1 - 8/3	1066 RV	3	43	41	Cotton +2	AR	2014	0	17
PPP (D)	9/18 - 9/21	1453 LV	2.6	45	39	Cotton +6	AR	2014	0	17
Opinion Research Associates	4/1 - 4/8	400 RV	5	48	38	Pryor +10	AR	2014	0	17
NY Times/Kaiser	4/8 - 4/15	857 RV	4	46	36	Pryor +10	AR	2014	0	17
NBC News/Marist*	10/19 - 10/23	621 LV	3.9	45	43	Cotton +2	AR	2014	0	17
NBC News/Marist*	9/2 - 9/4	639 LV	3.9	45	40	Cotton +5	AR	2014	0	17
NBC News/Marist	4/30 - 5/4	876 RV	3.3	51	40	Pryor +11	AR	2014	0	17
Magellan Strategies (R)	6/4 - 6/5	755 LV	3.6	49	45	Cotton +4	AR	2014	0	17
Magellan Strategies (R)	4/14 - 4/15	857 LV	3.4	46	43	Cotton +3	AR	2014	0	17
Impact Management Group (R)	6/29 - 6/29	1290 RV	2.7	47	43	Cotton +4	AR	2014	0	17
Impact Management Group (R)	2/10 - 2/10	1202 RV	2.8	46	42	Cotton +4	AR	2014	0	17
Impact Management Group (R)	10/24 - 10/24	911 RV	3.2	42	41	Cotton +1	AR	2014	0	17
Harper (R)	8/4 - 8/5	587 LV	4	43	41	Cotton +2	AR	2014	0	17
FOX News*	10/4 - 10/7	707 LV	3.5	46	39	Cotton +7	AR	2014	0	17
Final Results	--	--	--	56.5	39.5	Cotton +17.0	AR	2014	0	17
CNN/Opinion Research	8/28 - 9/2	523 LV	4.5	49	47	Cotton +2	AR	2014	0	17
CEA/Hickman Analytics (D)	2/17 - 2/20	400 LV	4.9	46	46	Tie	AR	2014	0	17
CBS News/NYT/YouGov	7/5 - 7/24	LV	2.9	50	46	Cotton +4	AR	2014	0	17
CBS News/NYT/YouGov	10/16 - 10/23	1567 LV	4	47	42	Cotton +5	AR	2014	0	17
CBS News/NYT/YouGov	9/20 - 10/1	1991 LV	2	45	41	Cotton +4	AR	2014	0	17
CBS News/NYT/YouGov	8/18 - 9/2	1572 LV	3	43	39	Cotton +4	AR	2014	0	17
RCP Average	10/1 - 11/2	--	--	46.2	43.8	Sullivan +2.4	AK	2014	0	2.2
Rasmussen Reports	10/8 - 10/12	700 LV	4	48	45	Sullivan +3	AK	2014	0	2.2
Rasmussen Reports	8/20 - 8/21	750 LV	4	47	45	Sullivan +2	AK	2014	0	2.2
Rasmussen Reports	3/19 - 3/20	750 LV	4	44	44	Tie	AK	2014	0	2.2
Rasmussen Reports	9/23 - 9/24	750 LV	4	48	43	Sullivan +5	AK	2014	0	2.2
Rasmussen Reports	10/27 - 10/30	887 LV	4	47	42	Sullivan +5	AK	2014	0	2.2
